image_id,category,filename,image_path,ai_prompt,instance_id,box_score,mask_score,area_px,centroid_x,centroid_y,mask_json_path,individual_mask_overlay_path,combined_overlay_path,passed_qc,holes_filled,holes_area_px
Action_003,Action,003.jpg,data/CAT2000/trainSet/Stimuli/Action/003.jpg,hand,hand_4,0.30985841155052185,0.82421875,3346,956.9689181111776,907.5824865511058,,,results/notebook04/section02/overlays/combined/Action/003_combined.png,0,0,0
Action_003,Action,003.jpg,data/CAT2000/trainSet/Stimuli/Action/003.jpg,person,person_0,0.7690802216529846,0.96484375,383085,569.4841458162027,661.3517287286112,results/notebook04/section02/masks/Action/003/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/003/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/003_combined.png,1,0,0
Action_003,Action,003.jpg,data/CAT2000/trainSet/Stimuli/Action/003.jpg,person,person_1,0.7813306450843811,0.97265625,263277,1371.4006084845998,685.0141030169746,results/notebook04/section02/masks/Action/003/person_1_mask.json,results/notebook04/section02/overlays/individual/Action/003/person_1_overlay.png,results/notebook04/section02/overlays/combined/Action/003_combined.png,1,0,0
Action_005,Action,005.jpg,data/CAT2000/trainSet/Stimuli/Action/005.jpg,face,face_0,0.8019358515739441,0.9296875,25247,799.2110349744524,430.9426466510873,results/notebook04/section02/masks/Action/005/face_0_mask.json,results/notebook04/section02/overlays/individual/Action/005/face_0_overlay.png,results/notebook04/section02/overlays/combined/Action/005_combined.png,1,0,0
Action_005,Action,005.jpg,data/CAT2000/trainSet/Stimuli/Action/005.jpg,hand,hand_0,0.8652240633964539,0.87890625,8846,609.5915668098576,480.74383902328736,results/notebook04/section02/masks/Action/005/hand_0_mask.json,results/notebook04/section02/overlays/individual/Action/005/hand_0_overlay.png,results/notebook04/section02/overlays/combined/Action/005_combined.png,1,0,0
Action_005,Action,005.jpg,data/CAT2000/trainSet/Stimuli/Action/005.jpg,hand,hand_1,0.7994422912597656,0.84765625,8284,1340.9468855625303,986.1104538870111,results/notebook04/section02/masks/Action/005/hand_1_mask.json,results/notebook04/section02/overlays/individual/Action/005/hand_1_overlay.png,results/notebook04/section02/overlays/combined/Action/005_combined.png,1,0,0
Action_005,Action,005.jpg,data/CAT2000/trainSet/Stimuli/Action/005.jpg,person,person_0,0.8840392827987671,0.9765625,454248,840.3636009404554,746.5184062450468,results/notebook04/section02/masks/Action/005/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/005/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/005_combined.png,1,0,0
Action_007,Action,007.jpg,data/CAT2000/trainSet/Stimuli/Action/007.jpg,face,face_0,0.6123096346855164,0.7890625,8088,1248.3984915924827,339.6941147378833,results/notebook04/section02/masks/Action/007/face_0_mask.json,results/notebook04/section02/overlays/individual/Action/007/face_0_overlay.png,results/notebook04/section02/overlays/combined/Action/007_combined.png,1,0,0
Action_007,Action,007.jpg,data/CAT2000/trainSet/Stimuli/Action/007.jpg,hand,hand_0,0.47244006395339966,0.84765625,6445,880.3601241272304,302.54786656322733,results/notebook04/section02/masks/Action/007/hand_0_mask.json,results/notebook04/section02/overlays/individual/Action/007/hand_0_overlay.png,results/notebook04/section02/overlays/combined/Action/007_combined.png,1,0,0
Action_007,Action,007.jpg,data/CAT2000/trainSet/Stimuli/Action/007.jpg,hand,hand_1,0.38168036937713623,0.91015625,12987,1256.7957957957958,740.919534919535,,,results/notebook04/section02/overlays/combined/Action/007_combined.png,0,0,0
Action_007,Action,007.jpg,data/CAT2000/trainSet/Stimuli/Action/007.jpg,hand,hand_2,0.328529417514801,0.875,8797,1232.599181539161,748.0908264180971,,,results/notebook04/section02/overlays/combined/Action/007_combined.png,0,0,0
Action_007,Action,007.jpg,data/CAT2000/trainSet/Stimuli/Action/007.jpg,hand,hand_3,0.3015677034854889,0.875,8754,896.6720356408499,304.1553575508339,,,results/notebook04/section02/overlays/combined/Action/007_combined.png,0,0,0
Action_007,Action,007.jpg,data/CAT2000/trainSet/Stimuli/Action/007.jpg,person,person_0,0.859663724899292,0.96875,274573,1247.3077578640289,630.5410546557746,results/notebook04/section02/masks/Action/007/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/007/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/007_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,face,face_0,0.6926419734954834,0.87109375,40689,868.4976775049768,393.35316670353166,results/notebook04/section02/masks/Action/009/face_0_mask.json,results/notebook04/section02/overlays/individual/Action/009/face_0_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,face,face_1,0.46368712186813354,0.7578125,18055,1457.253558571033,445.406978676267,results/notebook04/section02/masks/Action/009/face_1_mask.json,results/notebook04/section02/overlays/individual/Action/009/face_1_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,hand,hand_0,0.696784257888794,0.796875,8102,755.4901258948407,590.7668476919279,results/notebook04/section02/masks/Action/009/hand_0_mask.json,results/notebook04/section02/overlays/individual/Action/009/hand_0_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,hand,hand_1,0.5669777989387512,0.83984375,8943,737.8147154198815,963.3925975623392,results/notebook04/section02/masks/Action/009/hand_1_mask.json,results/notebook04/section02/overlays/individual/Action/009/hand_1_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,hand,hand_2,0.4148988425731659,0.78515625,2278,325.445566286216,334.9587357330992,results/notebook04/section02/masks/Action/009/hand_2_mask.json,results/notebook04/section02/overlays/individual/Action/009/hand_2_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,hand,hand_3,0.3665897250175476,0.71484375,3237,1555.895891257337,250.42199567500774,,,results/notebook04/section02/overlays/combined/Action/009_combined.png,0,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,hand,hand_4,0.4007493853569031,0.87890625,6991,166.25046488342153,663.5309683879274,results/notebook04/section02/masks/Action/009/hand_4_mask.json,results/notebook04/section02/overlays/individual/Action/009/hand_4_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,hand,hand_5,0.3584653437137604,0.48046875,10890,750.083930211203,1000.8013774104684,,,results/notebook04/section02/overlays/combined/Action/009_combined.png,0,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_0,0.5145222544670105,0.9609375,162669,1591.2933318579446,647.0868880979166,results/notebook04/section02/masks/Action/009/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_1,0.5164735317230225,0.98046875,646197,1133.319736860431,611.870542574478,results/notebook04/section02/masks/Action/009/person_1_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_1_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_2,0.47694510221481323,0.96484375,116238,482.6793389425145,240.91654192260705,results/notebook04/section02/masks/Action/009/person_2_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_2_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_3,0.4701283872127533,0.94140625,199855,657.0414450476595,769.3681669210177,results/notebook04/section02/masks/Action/009/person_3_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_3_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_4,0.40450742840766907,0.93359375,97728,1671.715465373281,239.74580468238375,results/notebook04/section02/masks/Action/009/person_4_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_4_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_5,0.42679935693740845,0.921875,81007,235.33325515078943,853.0558346809535,results/notebook04/section02/masks/Action/009/person_5_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_5_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_6,0.418221652507782,0.92578125,34895,188.26184267086975,283.0425275827482,results/notebook04/section02/masks/Action/009/person_6_mask.json,results/notebook04/section02/overlays/individual/Action/009/person_6_overlay.png,results/notebook04/section02/overlays/combined/Action/009_combined.png,1,0,0
Action_009,Action,009.jpg,data/CAT2000/trainSet/Stimuli/Action/009.jpg,person,person_7,0.34953272342681885,0.92578125,17527,752.0327494722428,114.92788269527016,,,results/notebook04/section02/overlays/combined/Action/009_combined.png,0,0,0
Action_011,Action,011.jpg,data/CAT2000/trainSet/Stimuli/Action/011.jpg,face,face_0,0.601593554019928,0.88671875,6081,890.9432659102122,416.3667160006578,results/notebook04/section02/masks/Action/011/face_0_mask.json,results/notebook04/section02/overlays/individual/Action/011/face_0_overlay.png,results/notebook04/section02/overlays/combined/Action/011_combined.png,1,0,0
Action_011,Action,011.jpg,data/CAT2000/trainSet/Stimuli/Action/011.jpg,hand,hand_0,0.7704647779464722,0.8671875,2870,809.5662020905924,678.1512195121951,results/notebook04/section02/masks/Action/011/hand_0_mask.json,results/notebook04/section02/overlays/individual/Action/011/hand_0_overlay.png,results/notebook04/section02/overlays/combined/Action/011_combined.png,1,0,0
Action_011,Action,011.jpg,data/CAT2000/trainSet/Stimuli/Action/011.jpg,hand,hand_1,0.7082125544548035,0.89453125,2674,708.1656694091249,622.39229618549,results/notebook04/section02/masks/Action/011/hand_1_mask.json,results/notebook04/section02/overlays/individual/Action/011/hand_1_overlay.png,results/notebook04/section02/overlays/combined/Action/011_combined.png,1,0,0
Action_011,Action,011.jpg,data/CAT2000/trainSet/Stimuli/Action/011.jpg,person,person_0,0.8643104434013367,0.94921875,89953,846.6015919424589,633.820750836548,results/notebook04/section02/masks/Action/011/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/011/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/011_combined.png,1,0,0
Action_013,Action,013.jpg,data/CAT2000/trainSet/Stimuli/Action/013.jpg,person,person_0,0.735641598701477,0.9140625,79772,944.3252645038359,269.66128466128464,results/notebook04/section02/masks/Action/013/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/013/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/013_combined.png,1,0,0
Action_013,Action,013.jpg,data/CAT2000/trainSet/Stimuli/Action/013.jpg,person,person_1,0.5537466406822205,0.9375,67415,678.6381220796559,279.7037306237484,results/notebook04/section02/masks/Action/013/person_1_mask.json,results/notebook04/section02/overlays/individual/Action/013/person_1_overlay.png,results/notebook04/section02/overlays/combined/Action/013_combined.png,1,0,0
Action_015,Action,015.jpg,data/CAT2000/trainSet/Stimuli/Action/015.jpg,face,face_0,0.6315943002700806,0.87109375,5754,1089.9808828640946,444.9226624956552,results/notebook04/section02/masks/Action/015/face_0_mask.json,results/notebook04/section02/overlays/individual/Action/015/face_0_overlay.png,results/notebook04/section02/overlays/combined/Action/015_combined.png,1,0,0
Action_015,Action,015.jpg,data/CAT2000/trainSet/Stimuli/Action/015.jpg,hand,hand_0,0.6039317846298218,0.84375,2388,1084.5565326633166,610.4468174204355,results/notebook04/section02/masks/Action/015/hand_0_mask.json,results/notebook04/section02/overlays/individual/Action/015/hand_0_overlay.png,results/notebook04/section02/overlays/combined/Action/015_combined.png,1,0,0
Action_015,Action,015.jpg,data/CAT2000/trainSet/Stimuli/Action/015.jpg,person,person_0,0.8840392827987671,0.95703125,64692,1118.244713411241,598.2954306560316,results/notebook04/section02/masks/Action/015/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/015/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/015_combined.png,1,0,0
Action_017,Action,017.jpg,data/CAT2000/trainSet/Stimuli/Action/017.jpg,person,person_0,0.8333246111869812,0.96484375,109000,1227.5040825688072,403.3029633027523,results/notebook04/section02/masks/Action/017/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/017/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/017_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_0,0.7154240012168884,0.89453125,7101,1560.2879876073791,755.101675820307,results/notebook04/section02/masks/Action/019/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_1,0.740174412727356,0.91796875,5099,613.2571092371053,669.354775446166,results/notebook04/section02/masks/Action/019/person_1_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_1_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_2,0.7154240012168884,0.8671875,2259,396.348826914564,538.2182381584772,results/notebook04/section02/masks/Action/019/person_2_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_2_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_3,0.7416740655899048,0.84375,3353,1202.5952878019684,572.0435430957351,results/notebook04/section02/masks/Action/019/person_3_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_3_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_4,0.7233095169067383,0.83203125,2250,939.4391111111111,569.1337777777778,results/notebook04/section02/masks/Action/019/person_4_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_4_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_5,0.6740504503250122,0.86328125,2138,1338.2277829747427,509.466791393826,results/notebook04/section02/masks/Action/019/person_5_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_5_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_6,0.637030839920044,0.87109375,1076,987.4219330855019,504.7825278810409,results/notebook04/section02/masks/Action/019/person_6_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_6_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_019,Action,019.jpg,data/CAT2000/trainSet/Stimuli/Action/019.jpg,person,person_7,0.6808785796165466,0.80859375,1369,534.5354273192111,497.2118334550767,results/notebook04/section02/masks/Action/019/person_7_mask.json,results/notebook04/section02/overlays/individual/Action/019/person_7_overlay.png,results/notebook04/section02/overlays/combined/Action/019_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_0,0.6842640042304993,0.96484375,26064,1495.0687538367097,517.5160758133825,results/notebook04/section02/masks/Action/021/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_1,0.48328256607055664,0.91796875,60471,453.54563344413026,846.133435861818,results/notebook04/section02/masks/Action/021/person_1_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_1_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_2,0.5879430770874023,0.94140625,9095,1777.7811984606926,483.8673996701484,results/notebook04/section02/masks/Action/021/person_2_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_2_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_3,0.5302364826202393,0.94140625,8747,1200.3421744598147,503.78301131816625,results/notebook04/section02/masks/Action/021/person_3_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_3_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_4,0.45519864559173584,0.875,4467,819.807700917842,474.09402283411686,results/notebook04/section02/masks/Action/021/person_4_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_4_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_5,0.4644157588481903,0.9140625,5286,669.8601967461218,493.6660991297768,results/notebook04/section02/masks/Action/021/person_5_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_5_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_6,0.41917234659194946,0.91796875,11140,443.1943447037702,471.94622980251347,results/notebook04/section02/masks/Action/021/person_6_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_6_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_7,0.4573790431022644,0.9375,5148,720.3840326340327,470.2132867132867,results/notebook04/section02/masks/Action/021/person_7_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_7_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_8,0.33982762694358826,0.90234375,17705,323.2969217735103,499.3380401016662,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_9,0.4641728699207306,0.86328125,5092,1884.8974862529458,529.9271406127258,results/notebook04/section02/masks/Action/021/person_9_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_9_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_10,0.3812195360660553,0.71484375,13319,476.7503566333809,679.5456866131091,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_11,0.42823341488838196,0.8515625,1286,968.7247278382582,415.88569206842925,results/notebook04/section02/masks/Action/021/person_11_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_11_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_12,0.454472154378891,0.8828125,2360,590.7737288135593,411.25296610169494,results/notebook04/section02/masks/Action/021/person_12_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_12_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_13,0.41205689311027527,0.92578125,6061,1083.923114997525,480.0821646592971,results/notebook04/section02/masks/Action/021/person_13_mask.json,results/notebook04/section02/overlays/individual/Action/021/person_13_overlay.png,results/notebook04/section02/overlays/combined/Action/021_combined.png,1,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_14,0.3665897250175476,0.8828125,4493,1129.3650122412641,468.17093256176275,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_15,0.39466747641563416,0.796875,1003,663.6510468594217,414.33898305084745,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_16,0.3830641508102417,0.61328125,2654,1028.0192162773174,483.49095704596834,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_17,0.319121390581131,0.8203125,692,461.1242774566474,369.92052023121386,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_18,0.30321571230888367,0.93359375,16167,323.15853281375644,486.9330116904806,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_19,0.31658050417900085,0.6796875,989,1110.3235591506573,451.6723963599596,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_20,0.30569732189178467,0.72265625,1249,462.1273018414732,394.3755004003203,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_021,Action,021.jpg,data/CAT2000/trainSet/Stimuli/Action/021.jpg,person,person_21,0.31489261984825134,0.8203125,3692,815.4447453954497,477.2112676056338,,,results/notebook04/section02/overlays/combined/Action/021_combined.png,0,0,0
Action_023,Action,023.jpg,data/CAT2000/trainSet/Stimuli/Action/023.jpg,person,person_0,0.729519784450531,0.9765625,51133,1480.8737214714567,695.0200848766941,results/notebook04/section02/masks/Action/023/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/023/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/023_combined.png,1,0,0
Action_023,Action,023.jpg,data/CAT2000/trainSet/Stimuli/Action/023.jpg,person,person_1,0.6297746300697327,0.9296875,3921,743.7684264218311,575.6931905126244,results/notebook04/section02/masks/Action/023/person_1_mask.json,results/notebook04/section02/overlays/individual/Action/023/person_1_overlay.png,results/notebook04/section02/overlays/combined/Action/023_combined.png,1,0,0
Action_023,Action,023.jpg,data/CAT2000/trainSet/Stimuli/Action/023.jpg,person,person_2,0.6495786309242249,0.90234375,6492,587.7590881084411,625.8065311152187,results/notebook04/section02/masks/Action/023/person_2_mask.json,results/notebook04/section02/overlays/individual/Action/023/person_2_overlay.png,results/notebook04/section02/overlays/combined/Action/023_combined.png,1,0,0
Action_023,Action,023.jpg,data/CAT2000/trainSet/Stimuli/Action/023.jpg,person,person_3,0.596433162689209,0.80078125,3314,783.1659625829813,568.3497284248642,results/notebook04/section02/masks/Action/023/person_3_mask.json,results/notebook04/section02/overlays/individual/Action/023/person_3_overlay.png,results/notebook04/section02/overlays/combined/Action/023_combined.png,1,0,0
Action_025,Action,025.jpg,data/CAT2000/trainSet/Stimuli/Action/025.jpg,person,person_0,0.7256486415863037,0.96484375,20263,787.3424961752949,481.6806494596062,results/notebook04/section02/masks/Action/025/person_0_mask.json,results/notebook04/section02/overlays/individual/Action/025/person_0_overlay.png,results/notebook04/section02/overlays/combined/Action/025_combined.png,1,0,0
