category,filename,unique_fixation_count,entropy,std_intensity
Action,103.mat,393,8.618385502258606,0.013765520079599287
Action,179.mat,318,8.312882955284355,0.012382768804716872
Action,175.mat,353,8.463524373271182,0.013046315933448625
Action,173.mat,347,8.438791852578259,0.012934984255985892
Action,171.mat,296,8.209453365628951,0.011946821204777011
Action,169.mat,286,8.159871336778387,0.011743311269854914
Action,167.mat,295,8.204571144249204,0.01192662656664496
Action,165.mat,299,8.224001674198105,0.012007201215279937
Action,163.mat,321,8.3264294871223,0.01244103197879493
Action,161.mat,395,8.625708843064468,0.013800495741365994
Action,159.mat,386,8.592457037268082,0.013642398603267398
Action,157.mat,392,8.614709844115206,0.013747998855882388
Action,177.mat,352,8.459431618637298,0.013027826768475435
Action,101.mat,356,8.4757334309664,0.013101626770076874
Action,149.mat,378,8.562242424221074,0.013500312456196371
Action,097.mat,343,8.422064766172811,0.012860227340319972
Action,045.mat,304,8.247927513443585,0.012107165038260627
Action,043.mat,245,7.936637939002567,0.010869132728800237
Action,041.mat,229,7.839203788096945,0.010508271060910622
Action,039.mat,328,8.357552004618086,0.01257592906093749
Action,037.mat,311,8.280770770130601,0.012245742756697436
Action,035.mat,345,8.430452551665532,0.012897659997221582
Action,033.mat,297,8.214319120800766,0.011966981744470159
Action,031.mat,363,8.50382573799575,0.01322978552783043
Action,029.mat,382,8.57742882803575,0.01357154161301396
Action,025.mat,416,8.700439718141096,0.01416252225615192
Action,047.mat,233,7.864186144654282,0.01059963882637108
Action,023.mat,381,8.573647187493325,0.01355376944310196
Action,019.mat,381,8.573647187493325,0.013553769443101965
Action,017.mat,332,8.375039431346927,0.012652366976648576
Action,015.mat,359,8.48784003382305,0.013156704922708089
Action,013.mat,354,8.467605550082995,0.01306477891493659
Action,011.mat,368,8.523561956057012,0.013320572078867594
Action,009.mat,333,8.379378367071261,0.012671404363386901
Action,007.mat,336,8.392317422778762,0.012728345573391135
Action,005.mat,340,8.409390936137704,0.012803873028008565
Action,003.mat,354,8.467605550082995,0.013064778914936591
Action,099.mat,387,8.596189756144412,0.013660055379161389
Action,021.mat,419,8.71080643369935,0.01421348702227279
Action,049.mat,315,8.29920801838728,0.012324230022947379
Action,027.mat,406,8.66533591718518,0.013991297920532034
Action,095.mat,318,8.312882955284355,0.012382768804716874
Action,051.mat,390,8.607330313749614,0.013712889196114613
Action,093.mat,396,8.629356620079612,0.013817950348462026
Action,091.mat,359,8.48784003382305,0.013156704922708094
Action,089.mat,345,8.430452551665532,0.012897659997221585
Action,087.mat,318,8.312882955284355,0.012382768804716882
Action,085.mat,376,8.554588851677636,0.013464556470775204
Action,083.mat,390,8.607330313749614,0.013712889196114615
Action,079.mat,342,8.417852514885897,0.012841470066444899
Action,077.mat,364,8.507794640198696,0.01324799264499522
Action,075.mat,344,8.426264754702096,0.012878957277547351
Action,073.mat,293,8.194756854422248,0.011886134299568377
Action,081.mat,363,8.50382573799575,0.01322978552783043
Action,053.mat,372,8.539158811108033,0.013392757910624251
Action,069.mat,335,8.388017285345136,0.012709393534012545
Action,067.mat,342,8.417852514885897,0.012841470066444887
Action,065.mat,348,8.44294349584873,0.012953606028988063
Action,063.mat,370,8.531381460516313,0.013356713795343523
Action,061.mat,343,8.422064766172811,0.012860227340319975
Action,059.mat,399,8.640244936222345,0.013870182277715259
Action,057.mat,379,8.566054038171089,0.013518154957217515
Action,055.mat,402,8.651051691178928,0.013922218099688962
Action,071.mat,368,8.523561956057012,0.013320572078867587
Affective,131.mat,338,8.400879436282182,0.012766165191896434
Affective,133.mat,347,8.438791852578259,0.012934984255985894
Affective,135.mat,333,8.379378367071261,0.012671404363386901
Affective,137.mat,343,8.422064766172811,0.012860227340319969
Affective,147.mat,343,8.422064766172811,0.012860227340319963
Affective,141.mat,291,8.184875342908283,0.011845503537376815
Affective,143.mat,297,8.214319120800766,0.011966981744470168
Affective,145.mat,331,8.370687406807216,0.012633300883695353
Affective,129.mat,352,8.459431618637298,0.013027826768475434
Affective,139.mat,356,8.4757334309664,0.013101626770076875
Affective,127.mat,394,8.622051819456374,0.013783019013163422
Affective,105.mat,342,8.417852514885897,0.01284147006644491
Affective,123.mat,412,8.686500527183217,0.01409428233631157
Affective,121.mat,392,8.614709844115206,0.013747998855882388
Affective,119.mat,281,8.134426320220925,0.01164022136726766
Affective,117.mat,296,8.209453365628951,0.011946821204777008
Affective,115.mat,374,8.546894459887639,0.013428705210626753
Affective,113.mat,368,8.523561956057012,0.013320572078867603
Affective,111.mat,292,8.189824558880018,0.011865836319166856
Affective,109.mat,369,8.527477006060394,0.01333865518679005
Affective,107.mat,386,8.592457037268082,0.0136423986032674
Affective,149.mat,355,8.471675214392043,0.013083215823789334
Affective,125.mat,383,8.581200581924959,0.013589290523262758
Affective,151.mat,354,8.467605550082995,0.01306477891493659
Affective,199.mat,386,8.592457037268082,0.013642398603267398
Affective,155.mat,415,8.696967526234292,0.01414549316332301
Affective,103.mat,383,8.581200581924959,0.013589290523262756
Affective,197.mat,335,8.388017285345136,0.012709393534012542
Affective,195.mat,379,8.566054038171089,0.013518154957217513
Affective,193.mat,414,8.693486957499328,0.014128443528786316
Affective,191.mat,327,8.35314682549808,0.012556746831539574
Affective,189.mat,334,8.38370429247405,0.01269041317310036
Affective,187.mat,402,8.651051691178928,0.013922218099688955
Affective,185.mat,353,8.463524373271182,0.01304631593344862
Affective,183.mat,356,8.4757334309664,0.013101626770076879
Affective,181.mat,382,8.57742882803575,0.013571541613013962
Affective,153.mat,348,8.44294349584873,0.01295360602898805
Affective,179.mat,288,8.169925001442312,0.01178429458073041
Affective,175.mat,385,8.58871463558226,0.013624718928255723
Affective,173.mat,332,8.375039431346927,0.012652366976648573
Affective,171.mat,389,8.603626344986193,0.013695300587756368
Affective,169.mat,345,8.430452551665532,0.012897659997221584
Affective,167.mat,342,8.417852514885897,0.012841470066444885
Affective,165.mat,334,8.38370429247405,0.012690413173100368
Affective,163.mat,364,8.507794640198696,0.01324799264499523
Affective,161.mat,362,8.499845887083207,0.013211553301478255
Affective,159.mat,368,8.523561956057012,0.013320572078867596
Affective,157.mat,329,8.36194377373524,0.012595082057491776
Affective,177.mat,361,8.49585502688717,0.013193295861841125
Affective,101.mat,424,8.7279204545632,0.014298024286247806
Affective,049.mat,318,8.312882955284355,0.01238276880471687
Affective,097.mat,443,8.791162888555016,0.014614803318512176
Affective,043.mat,311,8.280770770130601,0.012245742756697443
Affective,041.mat,300,8.228818690495883,0.012027260486178203
Affective,039.mat,366,8.515699838284045,0.013284331964587
Affective,037.mat,310,8.276124405274237,0.01222604216423045
Affective,035.mat,321,8.3264294871223,0.012441031978794924
Affective,033.mat,372,8.539158811108033,0.013392757910624244
Affective,031.mat,353,8.463524373271182,0.013046315933448623
Affective,029.mat,384,8.584962500721156,0.013607016264867648
Affective,027.mat,374,8.546894459887639,0.013428705210626748
Affective,025.mat,361,8.49585502688717,0.013193295861841134
Affective,045.mat,345,8.430452551665532,0.012897659997221584
Affective,023.mat,391,8.611024797307355,0.0137304552566802
Affective,019.mat,365,8.511752653767381,0.013266174756355597
Affective,017.mat,412,8.686500527183217,0.014094282336311584
Affective,015.mat,358,8.483815777264256,0.013138371211382133
Affective,013.mat,386,8.592457037268082,0.013642398603267398
Affective,011.mat,353,8.463524373271182,0.013046315933448616
Affective,009.mat,348,8.44294349584873,0.012953606028988048
Affective,007.mat,392,8.614709844115206,0.013747998855882387
Affective,005.mat,334,8.38370429247405,0.012690413173100355
Affective,003.mat,344,8.426264754702096,0.012878957277547337
Affective,099.mat,410,8.679480099505446,0.014060038077639838
Affective,021.mat,387,8.596189756144412,0.013660055379161392
Affective,047.mat,313,8.290018846932618,0.012285049108210155
Affective,001.mat,369,8.527477006060394,0.013338655186790052
Affective,051.mat,365,8.511752653767381,0.013266174756355588
Affective,093.mat,382,8.57742882803575,0.013571541613013948
Affective,091.mat,387,8.596189756144412,0.013660055379161394
Affective,089.mat,366,8.515699838284045,0.013284331964587007
Affective,087.mat,380,8.56985560833095,0.013535973921909781
Affective,085.mat,312,8.285402218862252,0.012265411687331959
Affective,083.mat,306,8.257387842692651,0.012146920091262225
Affective,081.mat,313,8.290018846932618,0.012285049108210171
Affective,079.mat,360,8.491853096329674,0.013175013104100157
Affective,077.mat,400,8.643856189774725,0.013887549232373687
Affective,075.mat,339,8.405141463136346,0.012785033020866437
Affective,095.mat,304,8.247927513443585,0.012107165038260632
Affective,071.mat,361,8.49585502688717,0.013193295861841122
Affective,069.mat,371,8.535275376620802,0.013374748003765303
Affective,067.mat,315,8.29920801838728,0.012324230022947361
Affective,065.mat,374,8.546894459887639,0.013428705210626753
Affective,063.mat,388,8.599912842187129,0.013677689344620542
Affective,061.mat,396,8.629356620079612,0.013817950348462022
Affective,059.mat,399,8.640244936222345,0.013870182277715245
Affective,057.mat,338,8.400879436282182,0.012766165191896437
Affective,055.mat,376,8.554588851677636,0.013464556470775204
Affective,053.mat,381,8.573647187493325,0.013553769443101967
Affective,073.mat,380,8.56985560833095,0.013535973921909774
Social,131.mat,292,8.189824558880018,0.011865836319166854
Social,133.mat,379,8.566054038171089,0.013518154957217513
Social,135.mat,374,8.546894459887639,0.013428705210626746
Social,145.mat,351,8.455327220304563,0.013009311308378933
Social,139.mat,313,8.290018846932618,0.01228504910821015
Social,141.mat,370,8.531381460516313,0.013356713795343532
Social,143.mat,367,8.519636252843213,0.013302464371664189
Social,129.mat,365,8.511752653767381,0.013266174756355609
Social,137.mat,367,8.519636252843213,0.013302464371664184
Social,127.mat,377,8.558420713268662,0.013482446325403291
Social,115.mat,354,8.467605550082995,0.013064778914936586
Social,123.mat,383,8.581200581924959,0.013589290523262751
Social,121.mat,403,8.654636028527968,0.01393952017411131
Social,119.mat,354,8.467605550082995,0.013064778914936587
Social,117.mat,375,8.550746785383245,0.013446642797623202
Social,113.mat,371,8.535275376620802,0.013374748003765289
Social,111.mat,359,8.48784003382305,0.013156704922708084
Social,109.mat,418,8.707359132080882,0.014196519112280533
Social,107.mat,385,8.58871463558226,0.013624718928255742
Social,105.mat,406,8.66533591718518,0.013991297920532022
Social,147.mat,381,8.573647187493325,0.013553769443101969
Social,125.mat,370,8.531381460516313,0.013356713795343539
Social,149.mat,359,8.48784003382305,0.013156704922708092
Social,173.mat,381,8.573647187493325,0.013553769443101972
Social,153.mat,341,8.413627929024173,0.012822685335956383
Social,197.mat,398,8.636624620543648,0.013852793533701233
Social,195.mat,395,8.625708843064468,0.013800495741365998
Social,193.mat,419,8.71080643369935,0.01421348702227279
Social,191.mat,402,8.651051691178928,0.01392221809968897
Social,189.mat,354,8.467605550082995,0.013064778914936582
Social,187.mat,374,8.546894459887639,0.013428705210626743
Social,185.mat,392,8.614709844115206,0.013747998855882383
Social,183.mat,377,8.558420713268662,0.013482446325403297
Social,181.mat,389,8.603626344986193,0.013695300587756367
Social,179.mat,377,8.558420713268662,0.013482446325403291
Social,151.mat,379,8.566054038171089,0.013518154957217511
Social,177.mat,358,8.483815777264256,0.013138371211382133
Social,103.mat,374,8.546894459887639,0.013428705210626751
Social,171.mat,376,8.554588851677636,0.013464556470775206
Social,169.mat,334,8.38370429247405,0.01269041317310036
Social,167.mat,364,8.507794640198696,0.013247992644995222
Social,165.mat,414,8.693486957499328,0.01412844352878631
Social,163.mat,343,8.422064766172811,0.012860227340319972
Social,161.mat,356,8.4757334309664,0.013101626770076877
Social,159.mat,380,8.56985560833095,0.013535973921909783
Social,157.mat,361,8.49585502688717,0.013193295861841117
Social,155.mat,388,8.599912842187129,0.013677689344620545
Social,175.mat,370,8.531381460516313,0.01335671379534353
Social,101.mat,357,8.4797802640291,0.013120011863096947
Social,199.mat,346,8.434628227636725,0.012916335617574904
Social,097.mat,392,8.614709844115206,0.01374799885588239
Social,043.mat,334,8.38370429247405,0.012690413173100365
Social,041.mat,389,8.603626344986193,0.013695300587756368
Social,039.mat,382,8.57742882803575,0.013571541613013969
Social,037.mat,358,8.483815777264256,0.013138371211382133
Social,035.mat,360,8.491853096329674,0.013175013104100155
Social,033.mat,415,8.696967526234292,0.014145493163323006
Social,031.mat,354,8.467605550082995,0.01306477891493659
Social,029.mat,397,8.632995197142957,0.013835382918174887
Social,027.mat,375,8.550746785383245,0.013446642797623198
Social,025.mat,397,8.632995197142957,0.013835382918174889
Social,045.mat,331,8.370687406807216,0.012633300883695351
Social,023.mat,457,8.836050355058068,0.014843890625148624
Social,019.mat,384,8.584962500721156,0.013607016264867638
Social,017.mat,369,8.527477006060394,0.013338655186790052
Social,015.mat,376,8.554588851677636,0.013464556470775199
Social,013.mat,389,8.603626344986193,0.013695300587756368
Social,011.mat,391,8.611024797307355,0.013730455256680207
Social,009.mat,417,8.703903573444663,0.014179530881282333
Social,007.mat,346,8.434628227636725,0.012916335617574898
Social,005.mat,369,8.527477006060394,0.013338655186790052
Social,003.mat,321,8.3264294871223,0.012441031978794917
Social,001.mat,407,8.668884984266246,0.014008514607540927
Social,021.mat,360,8.491853096329674,0.013175013104100155
Social,047.mat,368,8.523561956057012,0.013320572078867587
Social,099.mat,382,8.57742882803575,0.01357154161301395
Social,051.mat,373,8.543031820255237,0.013410743613827686
Social,095.mat,413,8.689997971419443,0.014111373278085024
Social,093.mat,363,8.50382573799575,0.013229785527830431
Social,091.mat,357,8.4797802640291,0.01312001186309694
Social,089.mat,356,8.4757334309664,0.01310162677007687
Social,087.mat,379,8.566054038171089,0.013518154957217516
Social,085.mat,332,8.375039431346927,0.012652366976648576
Social,049.mat,334,8.38370429247405,0.012690413173100353
Social,081.mat,415,8.696967526234292,0.014145493163323006
Social,079.mat,405,8.661778097771988,0.013974060005143236
Social,077.mat,406,8.66533591718518,0.013991297920532027
Social,075.mat,414,8.693486957499328,0.01412844352878632
Social,083.mat,414,8.693486957499328,0.014128443528786321
Social,071.mat,317,8.308339030139406,0.012363286693487055
Social,069.mat,369,8.527477006060394,0.013338655186790057
Social,067.mat,370,8.531381460516313,0.013356713795343533
Social,065.mat,405,8.661778097771988,0.01397406000514324
Social,063.mat,417,8.703903573444663,0.014179530881282336
Social,061.mat,395,8.625708843064468,0.013800495741365998
Social,059.mat,406,8.66533591718518,0.013991297920532027
Social,057.mat,349,8.447083226209653,0.012972201052278379
Social,055.mat,388,8.599912842187129,0.013677689344620542
Social,053.mat,400,8.643856189774725,0.013887549232373685
Social,073.mat,413,8.689997971419443,0.01411137327808502
Indoor,131.mat,343,8.422064766172811,0.01286022734031998
Indoor,133.mat,309,8.271463027904371,0.01220630975662741
Indoor,135.mat,408,8.672425341971495,0.01402571014434403
Indoor,137.mat,299,8.224001674198105,0.01200720121527993
Indoor,147.mat,328,8.357552004618086,0.01257592906093749
Indoor,141.mat,307,8.262094845370179,0.012166748876578433
Indoor,143.mat,315,8.29920801838728,0.012324230022947366
Indoor,145.mat,340,8.409390936137704,0.012803873028008563
Indoor,139.mat,345,8.430452551665532,0.01289765999722158
Indoor,129.mat,338,8.400879436282182,0.012766165191896424
Indoor,105.mat,364,8.507794640198696,0.013247992644995224
Indoor,125.mat,315,8.29920801838728,0.012324230022947361
Indoor,123.mat,340,8.409390936137704,0.012803873028008563
Indoor,121.mat,371,8.535275376620802,0.013374748003765287
Indoor,119.mat,364,8.507794640198696,0.013247992644995222
Indoor,117.mat,340,8.409390936137704,0.01280387302800856
Indoor,115.mat,377,8.558420713268662,0.013482446325403291
Indoor,113.mat,283,8.14465824283188,0.011681566560829333
Indoor,111.mat,321,8.3264294871223,0.012441031978794915
Indoor,109.mat,404,8.658211482751797,0.013956800782717643
Indoor,107.mat,400,8.643856189774725,0.013887549232373678
Indoor,149.mat,258,8.011227255423252,0.011153735501495633
Indoor,127.mat,356,8.4757334309664,0.013101626770076875
Indoor,151.mat,360,8.491853096329674,0.013175013104100143
Indoor,175.mat,369,8.527477006060394,0.013338655186790055
Indoor,155.mat,358,8.483815777264256,0.013138371211382133
Indoor,103.mat,307,8.262094845370179,0.01216674887657843
Indoor,199.mat,362,8.499845887083207,0.013211553301478256
Indoor,197.mat,331,8.370687406807216,0.012633300883695351
Indoor,195.mat,370,8.531381460516313,0.01335671379534353
Indoor,193.mat,373,8.543031820255237,0.013410743613827691
Indoor,191.mat,380,8.56985560833095,0.013535973921909781
Indoor,189.mat,353,8.463524373271182,0.013046315933448618
Indoor,187.mat,311,8.280770770130601,0.012245742756697426
Indoor,185.mat,353,8.463524373271182,0.013046315933448613
Indoor,183.mat,357,8.4797802640291,0.013120011863096945
Indoor,153.mat,377,8.558420713268662,0.013482446325403295
Indoor,181.mat,352,8.459431618637298,0.013027826768475428
Indoor,177.mat,317,8.308339030139406,0.012363286693487054
Indoor,173.mat,305,8.252665432450248,0.012127058865040752
Indoor,171.mat,394,8.622051819456374,0.013783019013163424
Indoor,169.mat,291,8.184875342908283,0.011845503537376819
Indoor,167.mat,352,8.459431618637298,0.013027826768475425
Indoor,165.mat,294,8.199672344836365,0.011906397656569243
Indoor,163.mat,302,8.23840473932508,0.01206727893782615
Indoor,161.mat,329,8.36194377373524,0.01259508205749177
Indoor,159.mat,370,8.531381460516313,0.013356713795343525
Indoor,157.mat,348,8.44294349584873,0.012953606028988051
Indoor,179.mat,296,8.209453365628951,0.011946821204777008
Indoor,101.mat,403,8.654636028527968,0.013939520174111302
Indoor,099.mat,373,8.543031820255237,0.01341074361382769
Indoor,097.mat,361,8.49585502688717,0.013193295861841111
Indoor,043.mat,365,8.511752653767381,0.013266174756355591
Indoor,041.mat,337,8.39660478118186,0.012747269417557418
Indoor,039.mat,329,8.36194377373524,0.012595082057491767
Indoor,037.mat,346,8.434628227636725,0.012916335617574904
Indoor,035.mat,327,8.35314682549808,0.01255674683153957
Indoor,033.mat,298,8.219168520462162,0.011987108357769954
Indoor,031.mat,364,8.507794640198696,0.013247992644995217
Indoor,029.mat,357,8.4797802640291,0.013120011863096944
Indoor,027.mat,417,8.703903573444663,0.014179530881282328
Indoor,023.mat,321,8.3264294871223,0.012441031978794922
Indoor,021.mat,315,8.29920801838728,0.012324230022947379
Indoor,019.mat,378,8.562242424221074,0.01350031245619637
Indoor,017.mat,373,8.543031820255237,0.0134107436138277
Indoor,015.mat,342,8.417852514885897,0.01284147006644489
Indoor,013.mat,390,8.607330313749614,0.013712889196114615
Indoor,011.mat,327,8.35314682549808,0.01255674683153957
Indoor,009.mat,321,8.3264294871223,0.01244103197879491
Indoor,007.mat,345,8.430452551665532,0.012897659997221584
Indoor,005.mat,362,8.499845887083207,0.01321155330147825
Indoor,003.mat,359,8.48784003382305,0.013156704922708071
Indoor,001.mat,370,8.531381460516313,0.013356713795343526
Indoor,045.mat,337,8.39660478118186,0.012747269417557418
Indoor,047.mat,378,8.562242424221074,0.013500312456196364
Indoor,025.mat,387,8.596189756144412,0.013660055379161394
Indoor,051.mat,368,8.523561956057012,0.013320572078867589
Indoor,049.mat,341,8.413627929024173,0.012822685335956385
Indoor,093.mat,400,8.643856189774725,0.013887549232373685
Indoor,091.mat,387,8.596189756144412,0.013660055379161396
Indoor,089.mat,337,8.39660478118186,0.012747269417557421
Indoor,087.mat,318,8.312882955284355,0.012382768804716884
Indoor,085.mat,323,8.335390354693924,0.01247972288645069
Indoor,083.mat,366,8.515699838284045,0.013284331964587016
Indoor,081.mat,343,8.422064766172811,0.012860227340319977
Indoor,079.mat,401,8.647458426454921,0.013904894479319984
Indoor,077.mat,385,8.58871463558226,0.013624718928255744
Indoor,075.mat,347,8.438791852578259,0.01293498425598589
Indoor,095.mat,367,8.519636252843213,0.01330246437166419
Indoor,053.mat,338,8.400879436282182,0.012766165191896437
Indoor,071.mat,384,8.584962500721156,0.01360701626486765
Indoor,069.mat,341,8.413627929024173,0.01282268533595638
Indoor,067.mat,358,8.483815777264256,0.013138371211382132
Indoor,065.mat,415,8.696967526234292,0.014145493163323015
Indoor,063.mat,337,8.39660478118186,0.012747269417557421
Indoor,061.mat,369,8.527477006060394,0.013338655186790052
Indoor,059.mat,399,8.640244936222345,0.013870182277715266
Indoor,057.mat,360,8.491853096329674,0.013175013104100146
Indoor,055.mat,363,8.50382573799575,0.013229785527830433
Indoor,073.mat,350,8.451211111832329,0.012990769440725677
OutdoorManMade,133.mat,328,8.357552004618086,0.01257592906093749
OutdoorManMade,135.mat,300,8.228818690495883,0.012027260486178202
OutdoorManMade,137.mat,340,8.409390936137704,0.01280387302800856
OutdoorManMade,139.mat,334,8.38370429247405,0.012690413173100342
OutdoorManMade,149.mat,324,8.339850002884626,0.012499023399350054
OutdoorManMade,143.mat,376,8.554588851677636,0.013464556470775196
OutdoorManMade,145.mat,298,8.219168520462162,0.01198710835776995
OutdoorManMade,147.mat,362,8.499845887083207,0.013211553301478256
OutdoorManMade,131.mat,310,8.276124405274237,0.012226042164230452
OutdoorManMade,141.mat,303,8.243173983472953,0.012087238449954513
OutdoorManMade,129.mat,387,8.596189756144412,0.0136600553791614
OutdoorManMade,117.mat,332,8.375039431346927,0.01265236697664858
OutdoorManMade,125.mat,324,8.339850002884626,0.012499023399350054
OutdoorManMade,123.mat,362,8.499845887083207,0.013211553301478256
OutdoorManMade,121.mat,360,8.491853096329674,0.01317501310410016
OutdoorManMade,119.mat,378,8.562242424221074,0.013500312456196375
OutdoorManMade,115.mat,331,8.370687406807216,0.012633300883695355
OutdoorManMade,113.mat,316,8.3037807481771,0.01234377381494427
OutdoorManMade,111.mat,339,8.405141463136346,0.012785033020866438
OutdoorManMade,109.mat,318,8.312882955284355,0.012382768804716875
OutdoorManMade,107.mat,392,8.614709844115206,0.013747998855882387
OutdoorManMade,105.mat,394,8.622051819456374,0.013783019013163426
OutdoorManMade,127.mat,352,8.459431618637298,0.013027826768475425
OutdoorManMade,199.mat,344,8.426264754702096,0.012878957277547355
OutdoorManMade,197.mat,338,8.400879436282182,0.012766165191896422
OutdoorManMade,153.mat,352,8.459431618637298,0.013027826768475413
OutdoorManMade,103.mat,352,8.459431618637298,0.013027826768475435
OutdoorManMade,195.mat,287,8.164906926675688,0.011763820782621415
OutdoorManMade,193.mat,325,8.344295907915816,0.012518294136473351
OutdoorManMade,191.mat,343,8.422064766172811,0.012860227340319972
OutdoorManMade,189.mat,367,8.519636252843213,0.01330246437166418
OutdoorManMade,187.mat,340,8.409390936137704,0.01280387302800856
OutdoorManMade,185.mat,330,8.366322214245814,0.012614205954360804
OutdoorManMade,183.mat,357,8.4797802640291,0.013120011863096945
OutdoorManMade,181.mat,354,8.467605550082995,0.01306477891493659
OutdoorManMade,179.mat,329,8.36194377373524,0.012595082057491764
OutdoorManMade,151.mat,297,8.214319120800766,0.011966981744470162
OutdoorManMade,177.mat,359,8.48784003382305,0.013156704922708089
OutdoorManMade,173.mat,380,8.56985560833095,0.013535973921909784
OutdoorManMade,171.mat,323,8.335390354693924,0.012479722886450691
OutdoorManMade,169.mat,322,8.330916878114614,0.01246039245941184
OutdoorManMade,167.mat,328,8.357552004618086,0.01257592906093749
OutdoorManMade,165.mat,329,8.36194377373524,0.01259508205749177
OutdoorManMade,163.mat,346,8.434628227636725,0.0129163356175749
OutdoorManMade,161.mat,262,8.033423001537452,0.011239855169951333
OutdoorManMade,159.mat,344,8.426264754702096,0.01287895727754735
OutdoorManMade,157.mat,331,8.370687406807216,0.012633300883695357
OutdoorManMade,155.mat,338,8.400879436282182,0.012766165191896424
OutdoorManMade,175.mat,369,8.527477006060394,0.013338655186790054
OutdoorManMade,101.mat,379,8.566054038171089,0.013518154957217511
OutdoorManMade,049.mat,322,8.330916878114614,0.01246039245941184
OutdoorManMade,097.mat,358,8.483815777264256,0.013138371211382133
OutdoorManMade,041.mat,339,8.405141463136346,0.01278503302086644
OutdoorManMade,039.mat,328,8.357552004618086,0.01257592906093749
OutdoorManMade,037.mat,310,8.276124405274237,0.012226042164230455
OutdoorManMade,035.mat,341,8.413627929024173,0.012822685335956381
OutdoorManMade,033.mat,308,8.266786540694904,0.012186545379343489
OutdoorManMade,031.mat,356,8.4757334309664,0.013101626770076874
OutdoorManMade,029.mat,397,8.632995197142957,0.01383538291817489
OutdoorManMade,027.mat,375,8.550746785383245,0.013446642797623197
OutdoorManMade,023.mat,389,8.603626344986193,0.013695300587756368
OutdoorManMade,021.mat,372,8.539158811108033,0.013392757910624251
OutdoorManMade,019.mat,389,8.603626344986193,0.013695300587756368
OutdoorManMade,017.mat,339,8.405141463136346,0.012785033020866438
OutdoorManMade,015.mat,371,8.535275376620802,0.013374748003765294
OutdoorManMade,013.mat,362,8.499845887083207,0.013211553301478256
OutdoorManMade,011.mat,371,8.535275376620802,0.013374748003765287
OutdoorManMade,009.mat,300,8.228818690495883,0.012027260486178202
OutdoorManMade,007.mat,305,8.252665432450248,0.012127058865040752
OutdoorManMade,005.mat,274,8.098032082960525,0.011494341451379002
OutdoorManMade,003.mat,340,8.409390936137704,0.012803873028008566
OutdoorManMade,001.mat,370,8.531381460516313,0.013356713795343518
OutdoorManMade,099.mat,381,8.573647187493325,0.013553769443101965
OutdoorManMade,043.mat,355,8.471675214392043,0.013083215823789329
OutdoorManMade,045.mat,353,8.463524373271182,0.013046315933448622
OutdoorManMade,025.mat,363,8.50382573799575,0.013229785527830426
OutdoorManMade,051.mat,396,8.629356620079612,0.013817950348462026
OutdoorManMade,047.mat,307,8.262094845370179,0.012166748876578435
OutdoorManMade,093.mat,334,8.38370429247405,0.012690413173100355
OutdoorManMade,091.mat,404,8.658211482751797,0.013956800782717636
OutdoorManMade,089.mat,363,8.50382573799575,0.013229785527830433
OutdoorManMade,087.mat,334,8.38370429247405,0.012690413173100355
OutdoorManMade,085.mat,372,8.539158811108033,0.013392757910624246
OutdoorManMade,083.mat,331,8.370687406807216,0.012633300883695353
OutdoorManMade,079.mat,333,8.379378367071261,0.012671404363386901
OutdoorManMade,077.mat,371,8.535275376620802,0.013374748003765284
